,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Certificate,Votes,Gross,Description,Director,Stars
767,Captain America: The Winter Soldier,(2014),136 min,7.7,70        ,UA,"786,991",$259.77M,"As Steve Rogers struggles to embrace his role in the modern world, he teams up with a fellow Avenger and S.H.I.E.L.D agent, Black Widow, to battle a new threat from history: an assassin known as the Winter Soldier.","Directors:Anthony Russo, Joe Russo","['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson', 'Robert Redford']"
768,Rockstar,(2011),159 min,7.7,****,UA,"42,460",$0.99M,"Janardhan Jakhar chases his dreams of becoming a big Rock star, during which he falls in love with Heer.",Imtiaz Ali,"['Ranbir Kapoor', 'Nargis Fakhri', 'Shammi Kapoor', 'Kumud Mishra']"
769,Nebraska,(2013),115 min,7.7,87        ,UA,"115,788",$17.65M,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",Alexander Payne,"['Bruce Dern', 'Will Forte', 'June Squibb', 'Bob Odenkirk']"
770,Wreck-It Ralph,(2012),101 min,7.7,72        ,U,"399,805",$189.42M,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Rich Moore,"['John C. Reilly', 'Jack McBrayer', 'Jane Lynch', 'Sarah Silverman']"
771,Le Petit Prince,(2015),108 min,7.7,70        ,PG,"59,815",$1.34M,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",Mark Osborne,"['Jeff Bridges', 'Mackenzie Foy', 'Rachel McAdams', 'Marion Cotillard']"
772,Detachment,(2011),98 min,7.7,52        ,****,"81,515",$0.07M,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,Tony Kaye,"['Adrien Brody', 'Christina Hendricks', 'Marcia Gay Harden', 'Lucy Liu']"
773,Midnight in Paris,(2011),94 min,7.7,81        ,PG-13,"406,114",$56.82M,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Woody Allen,"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates', 'Kurt Fuller']"
774,Kokuhaku,(2010),106 min,7.7,****,****,"37,736",%^%^%^,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,Tetsuya Nakashima,"['Takako Matsu', 'Yoshino Kimura', 'Masaki Okada', 'Yukito Nishii']"
775,The Lego Movie,(2014),100 min,7.7,83        ,U,"337,632",$257.76M,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","Directors:Christopher Miller, Phil Lord","['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks', 'Will Arnett']"
776,Gravity,(2013),91 min,7.7,96        ,UA,"796,965",$274.09M,Two astronauts work together to survive after an accident leaves them stranded in space.,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen']"
777,Star Trek Into Darkness,(2013),132 min,7.7,72        ,UA,"474,225",$228.78M,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Benedict Cumberbatch']"
778,Beasts of No Nation,(2015),137 min,7.7,79        ,****,"78,406",$0.08M,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Cary Joji Fukunaga,"['Abraham Attah', 'Emmanuel Affadzi', 'Ricky Adelayitor', 'Andrew Adote']"
779,The Social Network,(2010),120 min,7.7,95        ,UA,"661,323",$96.96M,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",David Fincher,"['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Rooney Mara']"
780,X: First Class,(2011),131 min,7.7,65        ,UA,"667,118",$146.41M,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Matthew Vaughn,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Kevin Bacon']"
781,The Hangover,(2009),100 min,7.7,73        ,UA,"749,092",$277.32M,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",Todd Phillips,"['Zach Galifianakis', 'Bradley Cooper', 'Justin Bartha', 'Ed Helms']"
782,Silver Linings Playbook,(2012),122 min,7.7,81        ,A,"685,025",$132.09M,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver']"
783,Argo,(2012),120 min,7.7,86        ,A,"594,442",$136.03M,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Ben Affleck,"['Ben Affleck', 'Bryan Cranston', 'John Goodman', 'Alan Arkin']"
784,(500) Days of Summer,(2009),95 min,7.7,76        ,UA,"491,965",$32.39M,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",Marc Webb,"['Zooey Deschanel', 'Joseph Gordon-Levitt', 'Geoffrey Arend', 'Chloë Grace Moretz']"
785,Harry Potter and the Deathly Hallows: Part 1,(2010),146 min,7.7,65        ,UA,"509,216",$295.98M,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",David Yates,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Bill Nighy']"
786,Gake no ue no Ponyo,(2008),101 min,7.7,86        ,U,"134,829",$15.09M,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",Hayao Miyazaki,"['Cate Blanchett', 'Matt Damon', 'Liam Neeson', 'Tomoko Yamaguchi']"
787,Frost/Nixon,(2008),122 min,7.7,80        ,U,"106,246",$18.59M,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,Ron Howard,"['Frank Langella', 'Michael Sheen', 'Kevin Bacon', 'Sam Rockwell']"
788,Papurika,(2006),90 min,7.7,81        ,U,"77,855",$0.88M,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",Satoshi Kon,"['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Tôru Furuya']"
789,Changeling,(2008),141 min,7.7,63        ,A,"248,112",$35.74M,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,Clint Eastwood,"['Angelina Jolie', 'Colm Feore', 'Amy Ryan', 'Gattlin Griffith']"
790,Flipped,(I) (2010),90 min,7.7,45        ,PG,"87,146",$1.75M,Two eighth-graders start to have feelings for each other despite being total opposites.,Rob Reiner,"['Madeline Carroll', 'Callan McAuliffe', 'Rebecca De Mornay', 'Anthony Edwards']"
791,Toki o kakeru shôjo,(2006),98 min,7.7,****,U,"63,711",%^%^%^,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",Mamoru Hosoda,"['Riisa Naka', 'Takuya Ishida', 'Mitsutaka Itakura', 'Ayami Kakiuchi']"
792,This Is England,(2006),101 min,7.7,86        ,A,"119,458",$0.33M,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",Shane Meadows,"['Thomas Turgoose', 'Stephen Graham', 'Jo Hartley', 'Andrew Shim']"
793,Ex Machina,(2014),108 min,7.7,78        ,UA,"508,556",$25.44M,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,Alex Garland,"['Alicia Vikander', 'Domhnall Gleeson', 'Oscar Isaac', 'Sonoya Mizuno']"
794,Efter brylluppet,(2006),120 min,7.7,78        ,R,"33,776",$0.41M,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",Susanne Bier,"['Mads Mikkelsen', 'Sidse Babett Knudsen', 'Rolf Lassgård', 'Neeral Mulchandani']"
795,The Last King of Scotland,(2006),123 min,7.7,74        ,A,"181,937",$17.61M,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,Kevin Macdonald,"['James McAvoy', 'Forest Whitaker', 'Gillian Anderson', 'Kerry Washington']"
796,Zodiac,(2007),157 min,7.7,78        ,UA,"504,580",$33.08M,"Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.",David Fincher,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards']"
797,Lucky Number Slevin,(2006),110 min,7.7,53        ,R,"307,101",$22.49M,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",Paul McGuigan,"['Josh Hartnett', 'Ben Kingsley', 'Morgan Freeman', 'Lucy Liu']"
798,Joyeux Noël,(2005),116 min,7.7,70        ,PG-13,"28,863",$1.05M,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",Christian Carion,"['Diane Kruger', 'Benno Fürmann', 'Guillaume Canet', 'Natalie Dessay']"
799,Control,(2007),122 min,7.7,78        ,R,"63,813",$0.87M,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",Anton Corbijn,"['Sam Riley', 'Samantha Morton', 'Craig Parkinson', 'Alexandra Maria Lara']"
800,Tangled,(2010),100 min,7.7,71        ,U,"427,178",$200.82M,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Directors:Nathan Greno, Byron Howard","['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman']"
801,Zwartboek,(2006),145 min,7.7,71        ,A,"75,103",$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",Paul Verhoeven,"['Carice van Houten', 'Sebastian Koch', 'Thom Hoffman', 'Halina Reijn']"
802,Brokeback Mountain,(2005),134 min,7.7,87        ,A,"341,559",$83.04M,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,Ang Lee,"['Jake Gyllenhaal', 'Heath Ledger', 'Michelle Williams', 'Randy Quaid']"
803,3:10 to Yuma,(2007),122 min,7.7,76        ,A,"300,040",$53.61M,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,James Mangold,"['Russell Crowe', 'Christian Bale', 'Ben Foster', 'Logan Lerman']"
804,Crash,(I) (2004),112 min,7.7,66        ,UA,"428,739",$54.58M,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",Paul Haggis,"['Don Cheadle', 'Sandra Bullock', 'Thandiwe Newton', 'Karina Arroyave']"
805,Kung fu,(2004),99 min,7.7,78        ,UA,"134,045",$17.11M,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Stephen Chow,"['Stephen Chow', 'Wah Yuen', 'Qiu Yuen', 'Siu-Lung Leung']"
806,The Bourne Supremacy,(2004),108 min,7.7,73        ,A,"449,338",$176.24M,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",Paul Greengrass,"['Matt Damon', 'Franka Potente', 'Joan Allen', 'Brian Cox']"
807,The Machinist,(2004),101 min,7.7,61        ,R,"373,817",$1.08M,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,Brad Anderson,"['Christian Bale', 'Jennifer Jason Leigh', 'Aitana Sánchez-Gijón', 'John Sharian']"
808,Ray,(I) (2004),152 min,7.7,73        ,A,"143,758",$75.33M,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Taylor Hackford,"['Jamie Foxx', 'Regina King', 'Kerry Washington', 'Clifton Powell']"
809,Lost in Translation,(2003),102 min,7.7,89        ,UA,"436,212",$44.59M,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Sofia Coppola,"['Bill Murray', 'Scarlett Johansson', 'Giovanni Ribisi', 'Anna Faris']"
810,Harry Potter and the Goblet of Fire,(2005),157 min,7.7,81        ,UA,"581,032",$290.01M,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",Mike Newell,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Eric Sykes']"
811,Man on Fire,(2004),146 min,7.7,47        ,UA,"348,241",$77.91M,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",Tony Scott,"['Denzel Washington', 'Christopher Walken', 'Dakota Fanning', 'Radha Mitchell']"
812,Coraline,(2009),100 min,7.7,80        ,U,"212,391",$75.29M,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Henry Selick,"['Dakota Fanning', 'Teri Hatcher', 'John Hodgman', 'Jennifer Saunders']"
813,The Last Samurai,(2003),154 min,7.7,55        ,UA,"418,867",$111.11M,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,Edward Zwick,"['Tom Cruise', 'Ken Watanabe', 'Billy Connolly', 'William Atherton']"
814,The Magdalene Sisters,(2002),114 min,7.7,83        ,R,"26,803",$4.89M,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Peter Mullan,"['Eileen Walsh', 'Dorothy Duffy', 'Nora-Jane Noone', 'Anne-Marie Duff']"
815,Good Bye Lenin!,(2003),121 min,7.7,68        ,R,"142,629",$4.06M,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Wolfgang Becker,"['Daniel Brühl', 'Katrin Saß', 'Chulpan Khamatova', 'Florian Lukas']"
816,In America,(2002),105 min,7.7,76        ,PG-13,"42,581",$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,Jim Sheridan,"['Paddy Considine', 'Samantha Morton', 'Djimon Hounsou', 'Sarah Bolger']"
817,Adaptation.,(2002),115 min,7.7,83        ,R,"187,114",$22.25M,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,Spike Jonze,"['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton']"
818,Black Hawk Down,(2001),144 min,7.7,74        ,A,"380,260",$108.64M,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",Ridley Scott,"['Josh Hartnett', 'Ewan McGregor', 'Tom Sizemore', 'Eric Bana']"
819,Road to Perdition,(2002),117 min,7.7,72        ,A,"258,893",$104.45M,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Sam Mendes,"['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey', 'Liam Aiken']"
820,Das Experiment,(2001),120 min,7.7,60        ,R,"92,677",$0.14M,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",Oliver Hirschbiegel,"['Moritz Bleibtreu', 'Christian Berkel', 'Oliver Stokowski', 'Wotan Wilke Möhring']"
821,Billy Elliot,(2000),110 min,7.7,74        ,UA,"131,344",$22.00M,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Stephen Daldry,"['Jamie Bell', 'Julie Walters', 'Jean Heywood', 'Jamie Draven']"
822,Hedwig and the Angry Inch,(2001),95 min,7.7,85        ,R,"34,743",$3.03M,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,John Cameron Mitchell,"['John Cameron Mitchell', 'Miriam Shor', 'Stephen Trask', 'Theodore Liscinski']"
823,The Count of Monte Cristo,(2002),131 min,7.7,61        ,PG-13,"133,954",$54.23M,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Kevin Reynolds,"['Jim Caviezel', 'Guy Pearce', 'Christopher Adamson', 'JB Blanc']"
824,Ocean's Eleven,(2001),116 min,7.7,74        ,UA,"543,992",$183.42M,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Julia Roberts', 'Matt Damon']"
825,Vampire Hunter D: Bloodlust,(2000),103 min,7.7,62        ,U,"30,817",$0.15M,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","Directors:Jack Fletcher, Yoshiaki Kawajiri","['Andrew Philpot', 'John Rafter Lee', 'Pamela Adlon', 'Wendee Lee']"
826,"O Brother, Where Art Thou?",(2000),107 min,7.7,69        ,U,"300,156",$45.51M,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Directors:Joel Coen, Ethan Coen","['George Clooney', 'John Turturro', 'Tim Blake Nelson', 'John Goodman']"
827,Interstate 60: Episodes of the Road,(2002),116 min,7.7,****,R,"31,499",%^%^%^,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.",Bob Gale,"['James Marsden', 'Gary Oldman', 'Kurt Russell', 'Matthew Edison']"
828,"South Park: Bigger, Longer & Uncut",(1999),81 min,7.7,73        ,A,"199,349",$52.04M,"When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",Trey Parker,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman', 'Isaac Hayes']"
829,Office Space,(1999),89 min,7.7,68        ,R,"254,379",$10.82M,Three company workers who hate their jobs decide to rebel against their greedy boss.,Mike Judge,"['Ron Livingston', 'Jennifer Aniston', 'David Herman', 'Ajay Naidu']"
830,Happiness,(1998),134 min,7.7,81        ,****,"68,720",$2.81M,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",Todd Solondz,"['Jane Adams', 'Jon Lovitz', 'Philip Seymour Hoffman', 'Dylan Baker']"
831,The Boondock Saints,(1999),108 min,7.7,44        ,A,"234,008",$0.03M,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,Troy Duffy,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus', 'David Della Rocco']"
832,Training Day,(2001),122 min,7.7,69        ,A,"413,374",$76.63M,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke', 'Scott Glenn', 'Tom Berenger']"
833,Lola rennt,(1998),81 min,7.7,77        ,UA,"194,692",$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Tom Tykwer,"['Franka Potente', 'Moritz Bleibtreu', 'Herbert Knaup', 'Nina Petri']"
834,Rushmore,(1998),93 min,7.7,86        ,UA,"178,251",$17.11M,"A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.",Wes Anderson,"['Jason Schwartzman', 'Bill Murray', 'Olivia Williams', 'Seymour Cassel']"
835,Abre los ojos,(1997),119 min,7.7,****,U,"67,748",$0.37M,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",Alejandro Amenábar,"['Eduardo Noriega', 'Penélope Cruz', 'Chete Lera', 'Fele Martínez']"
836,Mulan,(1998),88 min,7.7,71        ,U,"271,384",$120.62M,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Directors:Tony Bancroft, Barry Cook","['Ming-Na Wen', 'Eddie Murphy', 'BD Wong', 'Miguel Ferrer']"
837,Being John Malkovich,(1999),113 min,7.7,90        ,R,"324,976",$22.86M,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,Spike Jonze,"['John Cusack', 'Cameron Diaz', 'Catherine Keener', 'John Malkovich']"
838,As Good as It Gets,(1997),139 min,7.7,67        ,A,"289,301",$148.48M,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",James L. Brooks,"['Jack Nicholson', 'Helen Hunt', 'Greg Kinnear', 'Cuba Gooding Jr.']"
839,The Game,(1997),129 min,7.7,61        ,UA,"373,220",$48.32M,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",David Fincher,"['Michael Douglas', 'Deborah Kara Unger', 'Sean Penn', 'James Rebhorn']"
840,The Fifth Element,(1997),126 min,7.7,52        ,UA,"453,193",$63.54M,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Luc Besson,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm']"
841,Le dîner de cons,(1998),80 min,7.7,73        ,PG-13,"40,327",$4.07M,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",Francis Veber,"['Thierry Lhermitte', 'Jacques Villeret', 'Francis Huster', 'Daniel Prévost']"
842,Donnie Brasco,(1997),127 min,7.7,76        ,A,"293,478",$41.91M,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Mike Newell,"['Al Pacino', 'Johnny Depp', 'Michael Madsen', 'Bruno Kirby']"
843,Chun gwong cha sit,(1997),96 min,7.7,70        ,****,"26,368",$0.19M,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,Kar-Wai Wong,"['Leslie Cheung', 'Tony Chiu-Wai Leung', 'Chang Chen', 'Gregory Dayton']"
844,Shine,(1996),105 min,7.7,87        ,Not Rated,"53,163",$35.81M,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",Scott Hicks,"['Geoffrey Rush', 'Armin Mueller-Stahl', 'Justin Braine', 'Sonia Todd']"
845,Primal Fear,(1996),129 min,7.7,47        ,A,"202,547",$56.12M,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",Gregory Hoblit,"['Richard Gere', 'Laura Linney', 'Edward Norton', 'John Mahoney']"
846,Hamlet,(1996),242 min,7.7,****,PG-13,"37,289",$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Kenneth Branagh,"['Kenneth Branagh', 'Julie Christie', 'Derek Jacobi', 'Kate Winslet']"
847,Sense and Sensibility,(1995),136 min,7.7,84        ,U,"110,414",$43.18M,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",Ang Lee,"['Emma Thompson', 'Kate Winslet', 'James Fleet', 'Tom Wilkinson']"
848,A Little Princess,(1995),97 min,7.7,83        ,U,"33,638",$10.02M,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,Alfonso Cuarón,"['Liesel Matthews', 'Eleanor Bron', 'Liam Cunningham', 'Rusty Schwimmer']"
849,Do lok tin si,(1995),99 min,7.7,71        ,UA,"33,981",%^%^%^,"This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner.",Kar-Wai Wong,"['Leon Lai', 'Michelle Reis', 'Takeshi Kaneshiro', 'Charlie Yeung']"
850,Il postino,(1994),108 min,7.7,81        ,Not Rated,"35,354",$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","Directors:Michael Radford, Massimo Troisi","['Massimo Troisi', 'Philippe Noiret', 'Maria Grazia Cucinotta', 'Renato Scarpa']"
851,Clerks,(1994),92 min,7.7,70        ,U,"217,350",$3.15M,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Kevin Smith,"[""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti', 'Lisa Spoonauer']"
852,What's Eating Gilbert Grape,(1993),118 min,7.7,73        ,U,"227,159",$9.17M,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,Lasse Hallström,"['Johnny Depp', 'Leonardo DiCaprio', 'Juliette Lewis', 'Mary Steenburgen']"
853,Short Cuts,(1993),188 min,7.7,79        ,R,"43,907",$6.11M,The day-to-day lives of several suburban Los Angeles residents.,Robert Altman,"['Andie MacDowell', 'Julianne Moore', 'Tim Robbins', 'Bruce Davison']"
854,Philadelphia,(1993),125 min,7.7,66        ,UA,"233,613",$77.32M,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell', 'Buzz Kilman']"
855,The Muppet Christmas Carol,(1992),85 min,7.7,64        ,****,"52,618",$27.28M,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,Brian Henson,"['Michael Caine', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson']"
856,Malcolm X,(1992),202 min,7.7,73        ,U,"91,127",$48.17M,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",Spike Lee,"['Denzel Washington', 'Angela Bassett', 'Delroy Lindo', 'Spike Lee']"
857,The Last of the Mohicans,(1992),112 min,7.7,76        ,UA,"161,258",$75.51M,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,Michael Mann,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Russell Means', 'Eric Schweig']"
858,Kurenai no buta,(1992),94 min,7.7,83        ,U,"84,258",%^%^%^,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",Hayao Miyazaki,"['Shûichirô Moriyama', 'Tokiko Katô', 'Bunshi Katsura Vi', 'Tsunehiko Kamijô']"
859,Glengarry Glen Ross,(1992),100 min,7.7,82        ,R,"101,598",$10.73M,An examination of the machinations behind the scenes at a real estate office.,James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin']"
860,A Few Good Men,(1992),138 min,7.7,62        ,U,"249,674",$141.34M,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,Rob Reiner,"['Tom Cruise', 'Jack Nicholson', 'Demi Moore', 'Kevin Bacon']"
861,Night on Earth,(1991),129 min,7.7,68        ,R,"58,445",$2.02M,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,"['Winona Ryder', 'Gena Rowlands', 'Lisanne Falk', 'Alan Randolph Scott']"
